user_id,location_id,stars,comment,review_image,upvote,downvote
12,33,1.8,"Hold fish wrong similar defense reality cover. Person compare simple technology bar before. Generation check attorney page. Never vote training which task.
Couple from hot song staff. According report daughter interest left medical peace. Parent decide direction maintain attention.
Image own night top. Discussion field car young road. Realize cell fine town success that degree.",https://www.publicartportland.org/wp-content/uploads/2023/06/Preference-Passing-the-Torch1-312x247.jpg,10,10
8,20,2.9,"Specific feel night program analysis.
Bed moment young Congress prevent one. Before style arrive him will page. Car by positive.
Start leave question market happy. Prepare trouble possible bed. Fall if seven dark learn note.",,8,8
43,31,3.7,Parent friend who ready. See quickly religious read.,https://www.publicartportland.org/wp-content/uploads/2013/03/The-Maine-Lobsterman-312x247.jpg,6,2
16,5,2.3,Method language add plan. Old policy big seven. Season address research.,https://www.publicartportland.org/wp-content/uploads/2015/04/Langlais-Bear-1280x800-312x247.png,7,6
10,3,3.6,Still information suggest situation level understand word PM. Base news on peace year about offer.,,4,0
33,43,2.1,"They yet officer some road number. Conference either citizen many lead development owner benefit.
Understand similar wear push. Onto apply key glass enough. Return environment mind successful security painting find bit.",,5,10
41,4,4.9,"And threat seven to return rock agreement. Week mean woman there whether.
Today break central side provide respond recently. Visit home live.
Great task knowledge. Commercial out with of mean soldier environment.",https://www.publicartportland.org/wp-content/uploads/2021/01/first-street-312x247.jpg,2,3
1,7,2.7,Experience wrong so move gun or. Ask movement forward research dog bit across.,,4,7
42,12,2.8,"Card defense reason read amount security. Rise into city happen. See team public policy community.
Week she economic edge back realize. Hospital travel wonder letter movement.",,2,0
17,27,2.0,"More ago forward purpose.
Individual cold customer region. Listen other beautiful skin poor nearly. Believe certain realize international else despite memory.
Country draw nation young. Various art two significant culture age.",,7,6
17,14,2.8,"Mission order great business. Sing control peace meet.
You least Mrs point four drug never. Including woman together beat near enjoy. Quality campaign deep authority.
Nearly certainly knowledge TV. Agency defense especially heavy hair resource.",https://www.publicartportland.org/wp-content/uploads/2021/01/harm-reduction-312x247.jpg,9,2
20,19,1.2,Return purpose commercial few investment hundred at. Cover talk beat treatment share. Last evidence wonder sure future else.,,4,3
40,7,1.6,"American number world return thank rich for tend. Stay many social organization buy travel.
Between company officer professor know. Measure focus network improve drug mission.",https://www.publicartportland.org/wp-content/uploads/2014/02/Beach-pea-bench_1280x800-312x247.png,5,2
12,46,2.8,Also service thousand spend understand focus believe box. Kitchen place boy.,https://www.publicartportland.org/wp-content/uploads/2016/03/unspecified-3-312x247.jpg,3,1
42,18,1.5,"Evidence spring bring three gas. South miss attention enjoy foreign.
Couple manager speak sing movie bank. Subject authority describe form short deal. Mrs industry area.",https://www.publicartportland.org/wp-content/uploads/2021/01/harm-reduction-312x247.jpg,3,9
31,44,3.4,"Travel discuss community feeling number. Body also throughout near.
Describe hair clearly year player discover summer form. Follow already newspaper figure weight.
Admit four agree traditional show staff. Plan clear really picture. Red let heart suddenly.",https://www.publicartportland.org/wp-content/uploads/2014/10/Playing-Bears-at-Jetport-312x247.jpg,3,7
22,35,1.4,"Sound group current bit economy. Model lose report sing.
Often example ground person mind if.",https://www.publicartportland.org/wp-content/uploads/2013/04/Pullen-Fountain-312x247.jpg,3,3
28,40,4.9,"Base financial race impact which house. Office actually main Republican.
Fast pick pretty after nor camera. Much practice leg figure season. Beat reason wrong town successful wear.",https://www.publicartportland.org/wp-content/uploads/2013/03/John-Ford-Statue-312x247.jpg,10,1
38,49,4.2,Show nice member during us. Question voice low wonder new. Relationship gun few together news bill.,,2,5
2,47,3.3,"Rise candidate deal year. Cultural audience wall good.
Season public respond while. Half information serve cost. Lead woman environmental defense.
Office rest describe mother tonight along beyond talk. Present assume race maintain. Someone society dog future amount modern task.",https://www.publicartportland.org/wp-content/uploads/2015/04/Langlais-Bear-1280x800-312x247.png,6,9
16,41,4.3,"Their it fine adult ask none stop. People compare east blood officer series.
Deal southern reflect shoulder watch pattern. Fund event add parent condition attorney modern.
Argue off for nature show test. Right wait result happen process although south. None girl direction read yeah.",,8,4
22,23,1.5,"These in particularly know. Air north read interesting dream others movement. A use technology present.
Goal authority none loss fire. Place military state ever entire.
Than sign rock at sea let. Determine of movie.",https://www.publicartportland.org/wp-content/uploads/2021/01/swamp-312x247.jpg,5,10
44,48,2.2,"Officer through strategy news control official type. Realize whether people suggest a effect seek course. Worry play manager join forward simple gun. Pressure side deal energy drop improve.
With organization seven relationship response story several buy. Market part mind keep store color. Degree be way black college other again understand.",,6,2
11,41,2.7,"Expert thank picture would. Idea save finally year.
Close hair our know energy analysis factor. Yard bring offer close sea real ability. Mission mean whether.",https://www.publicartportland.org/wp-content/uploads/2021/01/first-jewish-wedding-312x247.jpg,1,1
16,31,3.6,"System study back during social late actually. Idea where teach himself. Those fish so have job question may. Perform lot study state.
Sea himself improve source. System general deep. Clear wall culture appear quickly under.",https://www.publicartportland.org/wp-content/uploads/2021/01/swimming-broadcove-312x247.jpg,3,5
18,47,3.7,Protect candidate responsibility idea morning policy car. Ahead assume activity something structure society. Democratic through operation third night anything.,https://www.publicartportland.org/wp-content/uploads/2021/01/priscilla-loretta-2-312x247.jpg,4,4
40,44,4.4,"Stop learn fly hospital much dark. Behavior control seem whether market information rather. Discuss young production military leave cost.
Others these support three. Around smile relate it fact. Own agree environmental. Media establish yeah spring social become.
Score own report forget peace. Production out try pass system tell.",https://www.publicartportland.org/wp-content/uploads/2021/01/wabanaki-312x247.jpg,3,10
10,30,1.3,Us old enter now. Seven wife building agent defense huge. Network else collection.,https://www.publicartportland.org/wp-content/uploads/2021/01/outdoor-market-312x247.jpg,2,9
17,28,4.0,"Movement respond city listen eye range book.
Start prove effort. History listen deep especially ready how. Relate reduce town item short.",,5,8
25,39,2.1,"Specific sure until meet. Pm environmental seek.
Age mind history her new manage certain. Win fast movement respond current newspaper.
Tree peace kitchen name approach. Speak ever vote truth hospital model guy. Maintain beat physical in least some.",https://www.publicartportland.org/wp-content/uploads/2021/01/Eden-2-312x247.jpg,9,2
10,11,4.7,"Together certain service win group. Dog defense peace check sport return happy. Ball others theory seem.
Bill vote since become really. Remain listen all performance do describe likely.",,3,4
13,5,1.7,"Position feeling thousand party baby poor. Write woman son whatever scientist.
Add book sense western data really. Treat produce traditional take mean.
Author individual seven measure attention certain. Mind happy fish man whether floor.",https://www.publicartportland.org/wp-content/uploads/2014/10/Acrobatic-Dogs-at-PPL-312x247.jpg,10,10
15,28,1.5,"Happen team produce door apply religious. Office without rich magazine sound teach. Than pressure stand author. Full far long article good eye.
Reason business group a writer full conference. Send unit test reduce day avoid. Could follow cover fast others point.
Simple scientist mind voice service movie dinner. Ago floor report development sport.",,0,7
2,36,2.1,"Able now participant opportunity least.
Structure special raise skill soon weight land.",https://www.publicartportland.org/wp-content/uploads/2018/12/unspecified-312x247.jpg,0,6
6,45,1.2,"Point yeah happy recently although or. Box wonder our add official night.
Ask why too score there imagine hundred.
Him not reflect attention staff machine. Popular this theory their system term move.",https://www.publicartportland.org/wp-content/uploads/2021/01/priscilla-loretta-312x247.jpg,4,10
49,17,1.4,"Claim serious risk. Character do Democrat believe high be hundred.
Year all week its from court face.
Young brother office effort agent. Notice be usually so. Carry mission drug test.",,10,0
30,28,1.9,Modern pattern indeed several. Theory government radio you perhaps conference light. Image statement letter reach attack ball role.,https://www.publicartportland.org/wp-content/uploads/2021/01/IMG_3751-312x247.jpg,4,2
39,22,1.9,"Foot land another add free improve. Campaign value clearly police yeah child either single. Become practice order me movie serve note.
Not southern area yet meet them. Participant evening evidence perhaps small.
She whether put hold form. Small arm economic reach. Bag position man art pattern fall represent.",,2,0
34,22,2.9,Wife oil professional cut reason study great yard. Charge view threat. Speak every baby common large thing.,,7,9
25,36,2.1,"Let nearly try meet reach stand.
Include long ten happen investment onto. Current color result whatever.
Value compare politics.",,0,1
44,27,1.8,"Position theory task key. Drug notice major defense growth. Gun thus natural word treatment foot find.
Sit former surface onto long eye argue many. Production fine then defense campaign but. Find between everyone religious same turn young above.
Of later friend add newspaper. American play skill peace only community. Have smile seven should trouble.",,4,1
42,22,4.5,"Appear kitchen view that. Mission north partner stock business answer available. Four four help population seven interview.
All during worker least. Direction week culture admit few.
Against second perhaps candidate kitchen. Exist economy better leg significant time.",,3,10
41,19,1.8,"Both candidate table condition century community cut represent. Seven arrive able house tend.
Represent pick claim. List boy position have activity.",https://www.publicartportland.org/wp-content/uploads/2021/01/priscilla-loretta-2-312x247.jpg,3,10
38,47,4.1,Quickly really picture official. Citizen skin nearly science.,https://www.publicartportland.org/wp-content/uploads/2014/10/Birdhouse-Heads-CBH-copy-312x247.jpg,3,3
19,21,1.8,Color impact vote event almost usually property.,,4,10
21,20,1.5,"Head investment present call case side.
You positive court enter ten.",https://www.publicartportland.org/wp-content/uploads/2020/09/great-black-hawk-2-669h-312x247.png,4,6
7,38,2.6,Similar share story behavior smile dream. Full office focus yourself write over white.,https://www.publicartportland.org/wp-content/uploads/2013/03/Our-Lady-of-Victories-e1370362928803-312x247.jpg,4,0
6,32,1.7,"Then ready nice sport animal. Nothing purpose act specific trade yourself.
Our carry goal. Area improve music together debate newspaper third. Say state another fire recently.
Strategy grow less order list energy receive citizen. Dinner degree contain bring detail fact into.",https://www.publicartportland.org/wp-content/uploads/2013/07/Cleeves_Obelisk_1200ppi-312x247.jpg,8,3
17,32,3.7,"Since daughter billion every successful either. Within trial factor meet learn. Blood certain account. Lay doctor dark government wall east.
Important brother she now young evidence. Add low both go actually test nation. Actually ready same after coach.",,0,8
22,19,2.9,"Listen wish six thought win and admit. Represent check answer institution pressure face seat.
Represent little billion look easy. Real top house pretty.
Pressure education all television. House particularly speak few.",https://www.publicartportland.org/wp-content/uploads/2014/02/Tidal-Moon-Bench-312x247.jpg,9,4
16,15,2.6,"Benefit top every fast military form on. Bill be throughout house. Small sit college federal owner read.
Forward serious according role reduce certain month case. Year agent behind name employee catch simple. Student official million.",https://www.publicartportland.org/wp-content/uploads/2013/03/Armillary-312x247.jpg,2,0
12,36,2.5,"Subject attack government like four mind which. Back avoid three because direction. Bed decision during speak.
Understand cultural Republican share participant. Fire buy against few politics black reason small.
Child fall hotel me arrive. Sister candidate others movement radio fine. Marriage guess to wrong imagine serious call. Decision great customer trade process manager ever.",,2,4
48,28,3.9,Born stay night. Keep senior community me bar.,,1,0
48,47,4.2,"I him movement total generation. Check group prove development body wind. Set above citizen at.
Pass plant strong. Include stuff fill above fire.
Lot purpose everybody note. Official prepare drug what better rich successful.",https://www.publicartportland.org/wp-content/uploads/2013/03/Union-Station-Mural-312x247.jpg,6,10
29,27,3.2,Eat minute health kind smile employee.,https://www.publicartportland.org/wp-content/uploads/2014/02/Tidal-Moon-Bench-312x247.jpg,5,7
38,49,1.1,"Natural environment natural benefit no by music. Agree media song later each.
Authority house movie argue industry sure. Drug throw he worker fear safe produce stage. Character involve pass say term might through.
Wait where score.",https://www.publicartportland.org/wp-content/uploads/2014/10/Birdhouse-Heads-CBH-copy-312x247.jpg,7,2
22,43,3.1,Car civil time from begin act follow. Give night soldier happen. Four goal travel baby hear stop. Dark those win event under.,,3,2
33,15,3.2,Appear coach yes want usually. Alone vote stock production mouth.,https://www.publicartportland.org/wp-content/uploads/2021/01/amatos-312x247.jpg,0,1
34,14,2.9,Beautiful million run prevent. Dog sea PM collection.,https://www.publicartportland.org/wp-content/uploads/2013/03/Lincoln-Park-Fountain-312x247.jpg,4,6
45,28,3.0,"Institution buy south sea. Growth positive often involve call happen. Action those song start.
Thing admit yes. Upon ago election throw production go.
Individual have thing street several. Writer politics bed movement wonder cost.",,6,10
28,14,3.2,"Affect along true subject. Process could hundred project lead suggest admit federal. Site room idea step entire end ever.
Big produce town social will keep. Nor answer lose check investment teach. Into bad home remember him floor.
Yes red good according character any baby. Wonder card around effect.",,9,5
35,45,1.7,"List here star western above any. Wait red most.
Good agree by close red like meeting. Decade front study position city cold. Her follow life toward experience note trade.
Five morning since start. Focus bit establish almost scene.",,10,5
26,49,3.1,"Car big leader bank third Mr usually. Onto your understand international new body his. Another security success across great research. Black claim look citizen.
Own himself Mr guess watch. Agent control student page deep. Who word analysis different threat notice red.
Southern Mrs next such hear affect risk education. Strategy join recently participant raise write.",https://www.publicartportland.org/wp-content/uploads/2013/03/Our-Lady-of-Victories-e1370362928803-312x247.jpg,0,5
2,30,4.0,"Class building coach character charge on on. Lay minute live much. Should back example site major. Situation current about perform.
Yeah stop mouth way final environmental. Important simple between program imagine read. Far voice worker face outside.
Player person drive guess probably. Chair soon role follow performance power baby.",https://www.publicartportland.org/wp-content/uploads/2016/03/unspecified-21-312x247.jpg,10,2
15,45,4.3,Begin ask respond. Serious hundred unit.,https://www.publicartportland.org/wp-content/uploads/2021/01/1-snowy-owl-312x247.jpg,7,9
33,49,4.0,"Soon say scene many. Ground final fight. Very life machine allow structure.
Including able three free matter positive order. Consumer responsibility father mind few.",,4,2
12,8,1.9,"Little break run option finish hand. Door rate enjoy activity.
Control president true admit above street. Boy concern director return music age option teach.
Position those bring our. Stuff nature game experience clearly subject treatment weight. Conference word late town.",,4,8
14,4,3.6,"Rock itself food safe history nature church deal. Low modern green information never hair.
Choose wish make allow thing. American product standard environment ability. Yeah ready current drive.",,5,7
50,47,1.1,"Around a run station. Real professional could without practice four.
Visit base power view. Use keep give change cultural.
Road soldier air consumer its happy. Offer activity lose. Seek over seven than only.",,1,2
29,25,4.9,"Pay method list baby anyone it letter. Case personal key us black standard determine. Glass together indicate begin himself.
Reduce determine team once all. Pretty training traditional forget lead explain. Amount may prove suffer available ago place. Risk nor line state.",https://www.publicartportland.org/wp-content/uploads/2021/01/sober-and-milk-clinic-312x247.jpg,8,3
47,37,4.4,"Heart little clear ten traditional leave.
Property middle every fund. Agent since star artist dog impact tough.
Bag official check until. Name part what house. Writer daughter majority already.",https://www.publicartportland.org/wp-content/uploads/2013/03/Longfellow-Monument-e1370963082852-312x247.jpg,4,5
44,37,1.2,"Town all a act. Gas according anyone response. Sure walk unit any.
Forget budget total wonder about trouble. Order sign glass glass. Out commercial possible.
Truth fast direction cup effort guy arrive.",https://www.publicartportland.org/wp-content/uploads/2013/04/The-Hiker-e1368106863517-312x247.jpg,9,6
20,44,2.8,"Test which ability structure. Traditional billion kitchen husband TV those road.
Memory home us notice message spend finish. Central information develop employee name let about.",,9,4
26,46,4.0,"Wall try chair you. Wonder technology chair ok benefit war not.
Late heavy measure else hard. Couple water beyond fund check fire bit exactly.",,5,6
38,14,4.3,Own do usually challenge require. Factor statement protect free central unit. Technology here note win director example exist.,,4,10
49,18,2.4,Discuss reality action to. Ball represent blue visit final whose. Rather shake special pattern billion state.,,1,7
41,30,3.3,"Kind low throw kind open hot. Participant party pass night door lawyer already. Natural appear give name.
Law edge voice four compare. Will learn plan white case share seven.
Could interview hit direction six modern. Mouth those including successful difference star land.",,10,1
30,7,3.5,"Bank when drive system. Personal work unit new.
According employee sound chair close mind. Week treatment develop focus newspaper.",,3,2
20,17,4.0,"Go local recently participant. Network certain book image eye structure money.
Radio south morning trial large.
Policy source mouth half firm he cause. Must alone out Congress great. Network the never street. Almost she treat.",https://www.publicartportland.org/wp-content/uploads/2021/01/sober-and-milk-clinic-312x247.jpg,5,6
12,41,3.6,"Reach son teach style tell account. Sell bed treat bed she project. Fine start like. Customer back least.
Actually everyone fire rather candidate box friend capital. Player thing as alone possible what if. Read become camera send cut main.
Different happen use impact detail. Ready trial reveal work fly response short. Between important ask change analysis.",,8,5
34,42,2.7,"Player message half by store own degree new. Local spring point drug. Five against over discover.
Listen could material policy Republican choice sort. Movement church lead gas know office.",https://www.publicartportland.org/wp-content/uploads/2013/03/Armillary-312x247.jpg,3,5
50,48,4.3,"Allow successful likely. Analysis scene rock cell say computer ahead you.
Every argue window material every material herself. House present go these nature trouble deep. Its soldier series have different million.
Try arrive student explain cause purpose. Crime feeling lawyer scientist go.",,4,9
21,10,4.6,"Budget blue see process space quite. Project hot court pass news open. Window dark theory tend culture reach nor.
Join born power place democratic send. Western once pattern tax.",,1,8
31,50,2.3,"Ball ten these garden. So sense owner prevent.
But keep truth ask.",,4,7
18,40,3.5,"Mean more turn market. View with five PM child central increase. Sort cell sit respond little here work.
Address decide raise order. Push individual light station. Matter street girl but program least general stuff.",https://www.publicartportland.org/wp-content/uploads/2013/03/Stone-Dragon-312x247.jpg,0,8
48,25,2.2,"Enough write bit beautiful ask. Stand myself up world certainly. Thank technology interest how this blood.
Cell serve not lose thought clearly. Friend cold learn argue.",https://www.publicartportland.org/wp-content/uploads/2013/04/Fireman-Statue-e1368106963182-312x247.jpg,6,9
29,32,2.0,"Others help finish. Stock because air program doctor recognize security be.
Speech position laugh do direction may. Same property and put here. Career institution itself can.
One view apply laugh. Green audience whose and would statement. Decade region scientist ago response process put become.",https://www.publicartportland.org/wp-content/uploads/2018/12/unspecified-312x247.jpg,2,5
23,19,2.7,Road prevent onto national study do red red. Including say financial clear never indicate. Could either skill subject why cut.,https://www.publicartportland.org/wp-content/uploads/2015/05/Langlais-Lion-Head-1280x800-312x247.png,3,1
40,42,3.6,"Sing compare trial before also. Federal heavy Democrat let. Above choice hotel industry window less.
Group through address summer out argue nature. List enter form face meeting approach fact. Deep local case cultural production alone.",,10,4
15,39,2.4,"Word agency reality finish serve company discuss foot. Six bad different whatever learn board should. Together far responsibility why night. Establish today sense.
Throughout current adult news. Believe up anything environment friend. Fact population skin make medical.",,9,7
21,18,1.8,"Type popular environmental court there next history. There back day school. Foreign around beat market contain eat home any.
Glass watch decade drop. Quality listen beautiful drug. Save meet something fight.
Pass value card. Take fight trouble out win property. Than rate magazine general perform me prove.",https://www.publicartportland.org/wp-content/uploads/2015/04/Langlais-Bear-1280x800-312x247.png,6,8
41,3,3.4,"All first company himself window. His wind range score.
Argue institution set happen strategy man under goal. Thousand summer fine how.
Together anything management for beyond it. Message state student sing. Give six ball out peace.",,4,8
22,17,4.6,Goal writer certainly loss throughout. Another level power under way policy. Describe red save offer deal relate energy.,https://www.publicartportland.org/wp-content/uploads/2021/01/chassan-hassoon-312x247.jpg,10,1
26,5,1.4,"When along eat more near. Similar debate kid water guy claim sense.
Much must pattern without world matter nation. Stay pattern usually indicate.
Occur dinner gas cultural its break. Keep discuss fund window. Notice sound word factor common. Structure find realize thank rule two someone.",,5,3
42,25,1.5,Three high difficult PM region benefit return. Tell environment cultural look. South economic religious especially.,https://www.publicartportland.org/wp-content/uploads/2021/01/sober-and-milk-clinic-312x247.jpg,4,4
39,6,2.8,"Material that politics mention. Chair hard way member.
Card skill exist. House be brother task market provide per. Try cut thousand west individual.",https://www.publicartportland.org/wp-content/uploads/2014/02/Hawk1-312x247.jpg,8,4
3,3,2.6,"Move home son station onto.
Suddenly trade heart condition discussion. Never sport guy represent understand admit apply.
Movement claim wall at interest spring water. Amount wife smile star information of relate sure.",https://www.publicartportland.org/wp-content/uploads/2016/03/unspecified-4-312x247.jpg,3,6
23,13,3.4,Smile child lay guess budget well. Network move career. Among well really tax.,https://www.publicartportland.org/wp-content/uploads/2021/01/sober-and-milk-clinic-2-312x247.jpg,5,8
16,45,4.5,Benefit type allow seven man. Fire word interest commercial claim speech. Late drug Mr area.,,8,3
10,20,4.2,"Agent behind bag believe under focus democratic. Bar board us computer.
Mind personal treatment bag computer decade each election. Response discussion card detail fish success think.
The wide beautiful peace sound dark. Interesting buy job leg less success open. Piece leg help exactly. We central commercial thus.",https://www.publicartportland.org/wp-content/uploads/2013/03/Jewel-Box-Bus-Shelter-312x247.jpg,0,10
3,50,4.9,"Baby serve maintain all. Boy future call dinner. Where all whose see.
Notice bed likely myself. Citizen its deep professor try local. Without arrive prove account.
Rest candidate stuff life. Evening son ago he collection purpose science act.",https://www.publicartportland.org/wp-content/uploads/2013/03/Stone-Dragon-312x247.jpg,2,10
43,27,3.7,Think cup size sound environment sea major material. And government news continue really dog man reason. Until too how. Determine condition might turn though.,,5,7
25,42,4.9,"We would course authority finish close smile. Add hotel concern affect Mrs to. Add response phone whom recently education realize.
Western late game eye any south partner. There officer director interest animal almost develop. Price sort four front American use air.
The until your security somebody control. Than key would people wear world from. Decision improve social remain kitchen fast interview.",https://www.publicartportland.org/wp-content/uploads/2013/03/Jewel-Box-Bus-Shelter-312x247.jpg,1,7
10,45,3.5,"Against item message seat past nor need. Production blood seek feeling.
Television fact enjoy probably one price enter. Yeah difficult seek list others. Organization teach town.",,8,7
29,6,4.2,Teach spend walk. Box check consider bar.,https://www.publicartportland.org/wp-content/uploads/2021/01/first-street-312x247.jpg,6,2
48,46,3.2,"Case keep late weight shoulder listen world. Become price face his. Against member quite writer land industry minute.
Develop media wonder share head fund. Recognize why five foreign. May test information prove cell some career.
Stuff whatever list put generation side. Writer sort act east.",,0,10
13,11,4.8,"Most chance great phone money center strategy environmental. Crime tell million.
Community expert discussion nothing that option. Cup interest throughout create range region. Those business difficult decide.
Least energy save none relationship beautiful role. Lose material paper investment sit. News military instead factor design.",,8,6
33,39,4.7,"Professor difference to no guess business. Know end strategy decade.
Prevent rock class about. Least song clear must respond wife report.
Another what husband have. Time become government away new. Avoid everybody interest seek baby suggest shoulder father. Need understand wind war fact.",https://www.publicartportland.org/wp-content/uploads/2013/04/Civil-War-monument-plaque-312x247.jpg,8,10
15,4,3.3,"True issue wear contain program group. For usually guy indeed finish still. Enjoy husband past blue idea box wide everybody.
Recognize these machine student first plant smile. According health company herself event. Add positive view interest leave beyond fish.
Center voice happy half suddenly meeting.",https://www.publicartportland.org/wp-content/uploads/2021/01/sober-and-milk-clinic-2-312x247.jpg,6,2
9,33,3.1,"Claim sound ready model above focus step agree. Inside between citizen father condition final.
Gas watch list change partner other. Beautiful authority poor ten pressure. The treatment myself across face many focus.",https://www.publicartportland.org/wp-content/uploads/2018/12/unspecified-312x247.jpg,0,5
42,5,2.9,"Rich Democrat wrong out various agree process agree.
Economy third well teacher. Its mean analysis increase way. Room environmental story usually strong politics nation light.
Way do building firm speech left she eye. Out particular interview article woman job become. Drive entire forward after half.",https://www.publicartportland.org/wp-content/uploads/2021/01/rabbi-harry-skye-312x247.jpg,2,2
34,30,1.8,North beautiful up subject culture simply half. Resource public believe age across.,,1,3
33,34,1.8,"Discussion same remember available lose. Behavior three from account poor Democrat.
Magazine speak particular our other energy difference worry. Instead least together professional. Same finally night new movie recognize generation discuss.
Tough agreement high south various ago customer. So office yourself culture.",https://www.publicartportland.org/wp-content/uploads/2021/01/wabanaki-312x247.jpg,10,5
24,17,1.8,"Her put fact crime beyond realize money. Car anyone raise leave allow bring Democrat. Ever mother hour how notice box first collection.
Conference situation firm old open upon. Late follow each ahead something away. Project amount perhaps.",https://www.publicartportland.org/wp-content/uploads/2021/01/chassan-hassoon-312x247.jpg,8,10
35,43,2.0,Least cause my letter. Throw model PM people talk situation ability win.,https://www.publicartportland.org/wp-content/uploads/2021/01/micuccis-312x247.jpg,4,2
44,24,2.5,Establish partner hard inside record from finally yes. Decade strategy professional challenge language air. Idea season get suffer order bed summer.,,5,6
41,39,3.4,"Threat piece fish speak or grow tonight. Hair heart indeed quite.
Certainly man reality hot. Night little election reason through. Painting speech team nor through.
Themselves station these take hotel do citizen describe. Involve decide green be security. Produce bar sing can remain investment oil.",,2,8
13,38,2.6,"Popular talk can least along try little. Professor involve be whether five. Run growth how anyone name. Discussion summer we price those.
Find past common either. Outside nice central some argue child record. Stuff region apply seem.
Program manage prepare away view. Property together situation sister special sometimes. Firm although cup have.",https://www.publicartportland.org/wp-content/uploads/2021/01/Eden-2-312x247.jpg,7,0
4,13,3.6,"So able admit choose news fill. Population visit industry nearly not training. Religious allow fire decision.
See suffer song line. Nor figure relationship each treatment.
Contain mind produce action long. Laugh yourself look.",,3,3
26,17,2.9,"Any improve by have commercial question student. Feel second tend chance standard.
Relate north that everyone. Out step product letter morning camera continue.",https://www.publicartportland.org/wp-content/uploads/2021/01/rabbi-harry-skye-312x247.jpg,3,4
7,11,4.6,"Pattern perform often mention carry until practice. Only meeting good head treat significant necessary successful.
Language agent course development bring. In mean stay if pick.
History almost single. Range accept someone next speak. Several green one. Though two church.",,10,6
34,4,1.5,"Treatment short section majority. Republican fact anything threat. Part movement eight its north move they.
Way positive decade long well record. Red less challenge about. High area plan through watch simply.",,6,1
11,9,4.4,Whom she win arm. Apply determine score them TV someone defense. Family entire four nature store stay south security.,,3,0
20,45,4.2,"Truth bag finish tough just federal. Capital establish father. Author road people base treat water.
Imagine likely music ask officer floor. Left discover chair able. Station last reveal red hair indicate.
Thought social foreign bank staff turn see. Physical possible Mr check major least.",https://www.publicartportland.org/wp-content/uploads/2013/04/The-Hiker-e1368106863517-312x247.jpg,1,5
41,42,2.1,"Treatment middle trial chair often enjoy close.
Member manager who prepare left but four. Drive keep not together letter.
Peace we do feeling live.",,8,4
6,47,2.7,"Score attack meeting fill. Very trouble indicate time back student material. Operation weight clear.
Once red name near. Serve full model line. Suggest day property forget.
Mission store again such hotel film. Difficult head deal first body. Describe education local six set risk. Way success those hour buy lead.",,8,10
5,30,5.0,"Create it significant perform they light account show. Picture nearly wish security. Method hundred sure place guess.
As stage all yes religious that. Company describe grow discussion television some. Street third main decision character.",https://www.publicartportland.org/wp-content/uploads/2014/12/Deering-High1-312x247.jpg,1,9
39,6,4.5,"Full home still. Ready pressure teacher data generation fight.
Phone camera white represent body degree find. Hospital international build their responsibility.",,9,7
26,48,2.9,"Different themselves which bar. Measure treat character morning little despite source. Piece money a throw huge up.
Choice next opportunity current police despite fine light. International ten last not. In society reflect herself firm deep toward.",,2,2
49,1,1.1,Continue wind owner example sort major. Measure law time project power.,,0,10
44,8,4.7,"Away draw skin guy sell. Current eye market mouth community. Ever gun through nation. Girl door usually.
International now a generation career share.
Itself month rest character social add. Stop scene when accept down. Through prepare television.",,0,1
16,38,3.4,"Leader owner imagine himself. Education degree our stuff whatever. Sister magazine note seven film wonder.
Baby project describe enjoy. Owner walk team man hit mind. Everything when live use teach else need. These business court lawyer against your.
Lawyer stock concern purpose bring same. Visit yet phone side baby while generation. Prepare indeed top among feel morning market. Life mind dark indicate alone dinner.",,9,10
40,24,3.1,Girl than different cultural floor understand project. Approach picture police safe personal according.,,3,10
37,10,2.4,"Remember society artist recent offer. Get discussion line number company probably. Tend consider their interest city.
Couple teacher keep least customer company. Scene fine animal break man. Keep right ago represent piece positive free.",,3,4
18,5,1.8,"Account want eye can its. Main peace provide agree Mr well deep.
More offer entire across order. Current social fire pattern direction human.
Side necessary defense share. Cultural subject significant war film build. Audience same prove voice apply energy collection.",,10,8
39,19,4.3,"Despite picture prevent process say easy travel. Remember southern author sister concern.
Audience dream always with ability class character. Whose far thousand in huge.",,1,5
30,24,1.8,"Especially worker perhaps game five. Or establish site truth. Goal bring second add suffer.
Executive recognize car human answer American good. Very energy top walk lot. Reason federal certain themselves his detail develop.",,6,10
9,48,3.1,"Teach investment glass ever your exactly. Month modern economy or describe. Democratic put significant camera citizen kind.
Bar who both. These defense seem sure.
Part stuff above. Nation law manage industry by travel major.",,0,6
38,39,1.1,Air trial clear base total feeling. Interest kid magazine pretty dinner whose. Peace century language page person with wonder specific.,https://www.publicartportland.org/wp-content/uploads/2021/01/neighborhood-lost-312x247.jpg,10,6
21,48,3.4,"Fly establish miss allow. Safe away service radio hundred recently stuff together.
Able determine may bank. Color what detail system past. Within job which. Explain from sense similar after throughout.
Me alone television protect push my strategy. Young market across expert actually home. Light attention offer book within.",https://www.publicartportland.org/wp-content/uploads/2023/06/SharynPeaveyPhoto-GatheringStones-2020-068-1-312x247.jpg,4,3
50,21,1.5,"Choose sport whose. Mention force boy poor various claim.
Development interview wide. Attorney receive safe beautiful upon TV.",,2,7
